,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
AC092683.11,0,2.468044111,0.255,0.066,0,FCRL5,AC092683.1
SNX10,0,2.687623439,0.28,0.04,0,FRZB,SNX10
EHD4,0,2.685465553,0.778,0.158,0,FRZB,EHD4
AC027031.2,0,2.676304239,0.247,0.032,0,FRZB,AC027031.2
ATP2B1-AS1,4.34824958427897e-286,2.442275259,0.322,0.114,2.4143655816709e-281,FCRL5,ATP2B1-AS1
RMDN31,0,2.675226272,0.681,0.127,0,FRZB,RMDN3
TIMM291,0,2.654372815,0.467,0.088,0,FRZB,TIMM29
LYN,1.57678441675352e-210,0.909740015,0.276,0.118,8.7550954740239e-206,MKI67,LYN
SMOC1,0,2.639323068,0.44,0.07,0,FRZB,SMOC1
MRPL391,0,2.620283385,0.517,0.102,0,FRZB,MRPL39
NSMCE4A,1.57583382724806e-269,0.785975976,0.399,0.181,8.74981732579486e-265,MKI67,NSMCE4A
TRIM47,1.57551414337845e-237,1.197336658,0.181,0.058,8.74804228110885e-233,MKI67,TRIM47
CCDC152,2.86344423489694e-223,2.605010359,0.155,0.019,1.58992741142653e-218,FRZB,CCDC152
HBD1,0,2.4303439,0.283,0.08,0,FCRL5,HBD
HMGN51,4.5042730487716e-222,2.424297702,0.219,0.068,2.50099761033043e-217,FCRL5,HMGN5
NFE2L31,0,2.589061477,0.561,0.104,0,FRZB,NFE2L3
AC106707.1,2.62106846368262e-188,2.588452216,0.157,0.022,1.45534826445978e-183,FRZB,AC106707.1
MUC20-OT1,0,2.41821561,0.385,0.122,0,FCRL5,MUC20-OT1
ILF3-DT,0,2.403385435,0.418,0.147,0,FCRL5,ILF3-DT
pEpid032,1.56541781237343e-73,0.90112251,0.184,0.102,8.69198240320349e-69,MKI67,pEpid03
VPS26A,1.56440706555413e-213,0.759473078,0.29,0.124,8.68637023148933e-209,MKI67,VPS26A
MGST11,0,2.391792167,0.273,0.075,0,FCRL5,MGST1
SPRED2,2.12589271975128e-203,2.575368912,0.183,0.028,1.1804019326419e-198,FRZB,SPRED2
SLC47A1,0,2.56346323,0.26,0.037,0,FRZB,SLC47A1
IZUMO4,0,2.542496152,0.482,0.085,0,FRZB,IZUMO4
C17orf58,1.56345589608066e-147,0.889630797,0.158,0.06,8.68108886298789e-143,MKI67,C17orf58
GBE1,8.62771479414656e-139,2.380556491,0.18,0.064,4.79053863944988e-134,FCRL5,GBE1
MGST12,1.56274432033762e-45,1.026896207,0.153,0.079,8.67713783867461e-41,PGA5,MGST1
ARFGAP2,1.56102820836057e-277,0.875393684,0.363,0.156,8.66760912692207e-273,MKI67,ARFGAP2
ZYX,1.56096438177895e-148,1.382283271,0.15,0.062,8.6672547298276e-144,GZMA,ZYX
DHX38,1.56094009706079e-247,1.099040384,0.205,0.069,8.66711988893005e-243,MKI67,DHX38
AP3M1,1.56054823453904e-192,0.886992346,0.225,0.09,8.66494407227802e-188,MKI67,AP3M1
DBR1,8.27579183335438e-180,2.540478494,0.179,0.03,4.59513341547002e-175,FRZB,DBR1
LIMD21,1.55812240886916e-300,0.994881266,0.504,0.264,8.65147467524603e-296,MKI67,LIMD2
PHLDA3,1.31143152946318e-201,2.53926723,0.175,0.026,7.28172356734428e-197,FRZB,PHLDA3
IFT52,1.55745040535865e-154,0.889020656,0.173,0.067,8.6477433757539e-150,MKI67,IFT52
SNAPC2,0,2.532113939,0.48,0.09,0,FRZB,SNAPC2
ALOX5AP1,0,2.334912638,0.588,0.171,0,FCRL5,ALOX5AP
YJU2,4.37987457346571e-296,2.530970946,0.345,0.067,2.43192535691684e-291,FRZB,YJU2
PRKCA,1.39869283722461e-304,2.529541575,0.272,0.041,7.76624197868963e-300,FRZB,PRKCA
ADAL1,0,2.523480724,0.32,0.054,0,FRZB,ADAL
POLR2J3.1,0,2.328713304,0.327,0.089,0,FCRL5,POLR2J3.1
MID1IP11,3.54923072955346e-137,2.32313491,0.179,0.064,1.97071036258456e-132,FCRL5,MID1IP1
ADAM15,1.55355551654034e-168,0.925602533,0.159,0.057,8.62611700559026e-164,MKI67,ADAM15
LRMP,1.55264977825078e-165,0.826731923,0.218,0.123,8.62108789373745e-161,CD19,LRMP
ID1,1.55209918253379e-176,1.396744116,0.254,0.094,8.61803071101888e-172,PGA5,ID1
CTHRC11,0,2.317121794,0.594,0.159,0,FCRL5,CTHRC1
ATXN10,1.55078611801508e-266,0.768058185,0.472,0.236,8.61073992027874e-262,MKI67,ATXN10
AC078883.11,0,2.521384215,0.505,0.105,0,FRZB,AC078883.1
BRD8,1.55050217691157e-304,1.195584256,0.252,0.086,8.60916333730148e-300,MKI67,BRD8
SCAMP51,0,2.516340416,0.729,0.136,0,FRZB,SCAMP5
SERPINB6,3.12160824486963e-267,2.306366844,0.292,0.099,1.73327297796386e-262,FCRL5,SERPINB6
NACC1,1.54749018513635e-263,1.215069759,0.163,0.046,8.59243925296958e-259,MKI67,NACC1
QPCT1,0,2.511210247,0.986,0.234,0,FRZB,QPCT
PDLIM3,0,2.505921714,0.467,0.062,0,FRZB,PDLIM3
MINDY22,0,2.501985974,0.599,0.12,0,FRZB,MINDY2
SLC7A6OS,1.54664385668874e-207,0.900181814,0.195,0.07,8.58774001426423e-203,MKI67,SLC7A6OS
SMIM371,7.34078445852846e-196,2.303796935,0.26,0.099,4.07597057059793e-191,FCRL5,SMIM37
AC007384.1,4.79958871574767e-117,2.295064628,0.188,0.076,2.6649716344189e-112,FCRL5,AC007384.1
LINC00944,4.953785595186e-159,2.500931353,0.205,0.042,2.75058945172703e-154,FRZB,LINC00944
PYCR3,3.72951630963819e-192,2.498776745,0.238,0.047,2.0708139309266e-187,FRZB,PYCR3
HIST2H2AC1,1.03189920235439e-253,2.291870944,0.277,0.094,5.72962032107277e-249,FCRL5,HIST2H2AC
SCAP,1.53984844289491e-203,0.959822055,0.177,0.061,8.55000847917397e-199,MKI67,SCAP
PIP4P21,0,2.498457267,0.387,0.076,0,FRZB,PIP4P2
NIPSNAP1,1.53917428789555e-124,0.760497255,0.155,0.063,8.54626523354005e-120,MKI67,NIPSNAP1
VMP11,1.53908669142853e-47,0.759369818,0.451,0.333,8.54577885415691e-43,PGA5,VMP1
HIST1H2BD,0,2.28089965,0.473,0.143,0,FCRL5,HIST1H2BD
MYEF21,0,2.496579187,0.326,0.056,0,FRZB,MYEF2
PPCDC1,0,2.494890103,0.803,0.189,0,FRZB,PPCDC
CASP1,0,2.264640482,0.401,0.147,0,FCRL5,CASP1
C2orf68,1.53818959471136e-194,0.865086437,0.199,0.074,8.54079772463484e-190,MKI67,C2orf68
HIKESHI,1.53791361651894e-128,0.773858201,0.369,0.224,8.53926535572139e-124,MKI67,HIKESHI
SEPT8,8.15381370910473e-152,2.490639384,0.164,0.029,4.5274050619804e-147,FRZB,SEPT8
SLC22A31,0,2.480185307,0.205,0.023,0,FRZB,SLC22A31
CRNKL1,1.53541171058358e-204,0.818830468,0.247,0.1,8.52537352301535e-200,MKI67,CRNKL1
SAAL11,0,2.477622297,0.36,0.067,0,FRZB,SAAL1
CELF21,1.53526048649734e-297,0.849127973,0.465,0.224,8.52453385127649e-293,MKI67,CELF2
MRPL462,0,2.476580646,0.532,0.108,0,FRZB,MRPL46
TLE1,1.5349493776381e-289,0.989392663,0.285,0.149,8.52280641933558e-285,CD19,TLE1
IFNGR1,0,2.471792456,0.574,0.12,0,FRZB,IFNGR1
SNX81,0,2.469648086,0.366,0.067,0,FRZB,SNX8
CES4A,3.09548438212074e-154,2.468954883,0.161,0.028,1.71876770317254e-149,FRZB,CES4A
ECI2,1.53406009508981e-201,0.756746763,0.351,0.168,8.5178686779862e-197,MKI67,ECI2
LINC00623,3.87101700411708e-170,2.262273731,0.197,0.066,2.14938219153601e-165,FCRL5,LINC00623
SVIL,0,2.468654926,0.243,0.032,0,FRZB,SVIL
RASSF6,0,2.260288678,0.625,0.214,0,FCRL5,RASSF6
WDR182,0,2.468184999,0.682,0.145,0,FRZB,WDR18
AC005921.2,3.2393917607288e-232,2.463383501,0.2,0.029,1.79867227514467e-227,FRZB,AC005921.2
XRCC41,0,2.462157162,0.52,0.104,0,FRZB,XRCC4
MCM3AP,1.53061956204205e-161,0.801498535,0.173,0.066,8.49876511823848e-157,MKI67,MCM3AP
ERI3,1.52922851624524e-285,0.906327232,0.331,0.133,8.49104133645167e-281,MKI67,ERI3
NUDCD1,1.52780698915235e-265,1.242004036,0.195,0.061,8.48314830726845e-261,MKI67,NUDCD1
ALG6,1.52777111918907e-285,1.299727786,0.199,0.06,8.4829491392973e-281,MKI67,ALG6
RANBP3,1.52704858540528e-247,0.892746145,0.276,0.108,8.4789372704628e-243,MKI67,RANBP3
ICE1,1.52661284433978e-194,0.798163759,0.26,0.111,8.47651781819664e-190,MKI67,ICE1
MED1,1.52620859117976e-289,1.269099796,0.195,0.058,8.4742732025256e-285,MKI67,MED1
LXN,7.13592015568442e-180,2.447802081,0.209,0.039,3.96221966644378e-175,FRZB,LXN
SYK,1.52441104292584e-119,0.893977829,0.245,0.128,8.4642923158457e-115,MKI67,SYK
LAMC1,1.33121097409562e-236,2.260209665,0.26,0.087,7.39154893366594e-232,FCRL5,LAMC1
POLR2J3.11,0,2.446097282,0.63,0.089,0,FRZB,POLR2J3.1
SLC25A4,1.52394202592275e-278,0.762763035,0.547,0.292,8.46168809893608e-274,MKI67,SLC25A4
ANXA11,9.5795649997027e-302,2.253641144,0.323,0.108,5.31905346608493e-297,FCRL5,ANXA1
TRAF3IP3,1.52345308933178e-119,0.784233693,0.35,0.223,8.45897327851471e-115,GZMA,TRAF3IP3
LRRC571,4.53085462072684e-278,2.445340155,0.298,0.053,2.51575702815858e-273,FRZB,LRRC57
INTS14,3.54906014492222e-304,2.444478255,0.359,0.07,1.97061564546806e-299,FRZB,INTS14
RUNX2,1.52253775953281e-54,0.896219558,0.165,0.103,8.45389090980593e-50,GZMA,RUNX2
pEpi32 (G2/M phase)1,1.52241374382495e-246,3.980602217,0.205,0.078,8.45320231258806e-242,MKI67,pEpi32 (G2/M phase)
MRPS18B,1.52162049254636e-307,0.782316417,0.557,0.291,8.44879778486368e-303,MKI67,MRPS18B
EPHX2,0,2.443775037,0.364,0.061,0,FRZB,EPHX2
CHAC22,0,2.442584719,0.559,0.118,0,FRZB,CHAC2
CD71,1.52077284892241e-114,0.769517901,0.163,0.07,8.44409124364171e-110,MKI67,CD7
TTLL71,0,2.4425024,0.491,0.091,0,FRZB,TTLL7
FAM215B,9.78396495216407e-164,2.243453705,0.172,0.053,5.4325465396891e-159,FCRL5,FAM215B
CCDC127,1.51938838738617e-172,0.756464131,0.195,0.076,8.43640402096171e-168,MKI67,CCDC127
WAC-AS1,3.40932382301782e-121,2.239432182,0.167,0.061,1.89302705273064e-116,FCRL5,WAC-AS1
SELENOP,0,2.23405397,0.342,0.107,0,FCRL5,SELENOP
BOP11,0,2.437048185,0.488,0.098,0,FRZB,BOP1
ST20,2.0434579018091e-193,2.426491966,0.2,0.034,1.1346299999795e-188,FRZB,ST20
HIST1H2BG,0,2.231273276,0.41,0.132,0,FCRL5,HIST1H2BG
HPF12,0,2.425616216,0.455,0.093,0,FRZB,HPF1
IGHA21,1.51432706936443e-13,0.797867808,0.407,0.363,8.40830105264602e-09,JCHAIN,IGHA2
CRACR2B,0,2.224115834,0.393,0.148,0,FCRL5,CRACR2B
HIST1H4H,2.33073788330444e-264,2.224062801,0.314,0.114,1.29414220970479e-259,FCRL5,HIST1H4H
COL9A2,3.87550037626906e-196,2.422340584,0.25,0.051,2.15187158392339e-191,FRZB,COL9A2
SCAMP1-AS1,1.52021684967211e-142,2.419171379,0.161,0.029,8.44100405780437e-138,FRZB,SCAMP1-AS1
MTFMT1,1.39753671914355e-300,2.411137704,0.362,0.072,7.75982263304454e-296,FRZB,MTFMT
SPICE1,1.51032004337796e-195,0.982441784,0.162,0.054,8.38605204085614e-191,MKI67,SPICE1
FBXO222,0,2.409691127,0.59,0.117,0,FRZB,FBXO22
PTPRN2,5.32703545688634e-122,2.223820654,0.156,0.054,2.95783643743614e-117,FCRL5,PTPRN2
ARMC61,0,2.399904349,0.376,0.072,0,FRZB,ARMC6
C21orf91,0,2.394368605,0.511,0.111,0,FRZB,C21orf91
G6PD,1.50709819391365e-289,1.040515142,0.26,0.091,8.36816272170555e-285,MKI67,G6PD
VHL,1.50606753737589e-200,0.816497391,0.236,0.095,8.36244000127964e-196,MKI67,VHL
CCR10,0,2.393359201,0.934,0.306,0,FRZB,CCR10
PINLYP,7.01596134289853e-177,2.389889764,0.189,0.033,3.89561253564441e-172,FRZB,PINLYP
LLGL2,0,2.387213332,0.458,0.097,0,FRZB,LLGL2
TBXAS1,0,2.223118855,0.439,0.171,0,FCRL5,TBXAS1
TLNRD11,0,2.386364073,0.399,0.077,0,FRZB,TLNRD1
ABCF2.1,3.42333545505268e-239,2.377447621,0.251,0.043,1.900807011418e-234,FRZB,ABCF2.1
SCAMP41,0,2.373421163,0.392,0.076,0,FRZB,SCAMP4
HGH1,2.32172759225312e-112,2.370999612,0.153,0.032,1.28913924559854e-107,FRZB,HGH1
NTPCR,1.49912694127364e-305,1.111665016,0.242,0.079,8.32390234142187e-301,MKI67,NTPCR
MYC1,0,2.366577888,0.691,0.162,0,FRZB,MYC
UHMK1,1.49819489304325e-280,0.816437251,0.316,0.124,8.31872714362267e-276,MKI67,UHMK1
HSPA14.1,2.90068583999494e-175,2.365514571,0.186,0.032,1.61060581265719e-170,FRZB,HSPA14.1
HAUS21,0,2.358497298,0.405,0.083,0,FRZB,HAUS2
STX16,1.49555073996108e-68,0.838448657,0.198,0.121,8.30404548363389e-64,GZMA,STX16
AL627171.11,0,2.352844858,0.324,0.054,0,FRZB,AL627171.1
NDUFAF11,0,2.352414409,0.594,0.128,0,FRZB,NDUFAF1
KNSTRN1,5.38392182310706e-227,2.351548329,0.281,0.056,2.98942259228019e-222,FRZB,KNSTRN
TMEM1731,6.40134177409399e-149,2.216737395,0.185,0.064,3.55434502006569e-144,FCRL5,TMEM173
MRPL581,0,2.345824749,0.461,0.108,0,FRZB,MRPL58
AKT1,1.49036095187934e-265,1.074382084,0.218,0.073,8.27522918531002e-261,MKI67,AKT1
SLC25A16,1.48930449085792e-181,0.940339845,0.169,0.06,8.26936318548861e-177,MKI67,SLC25A16
HDDC31,0,2.345029046,0.838,0.22,0,FRZB,HDDC3
RFX5,1.48875401758887e-303,1.096825334,0.252,0.085,8.26630668266217e-299,MKI67,RFX5
FAM174A,0,2.339435268,0.913,0.285,0,FRZB,FAM174A
RNGTT,0,2.185392089,0.441,0.163,0,FCRL5,RNGTT
MYO6,0,2.339050253,0.515,0.1,0,FRZB,MYO6
CTAG21,2.32860367868379e-281,2.338156068,0.235,0.033,1.29295719258917e-276,FRZB,CTAG2
FCGR2B,0,2.183910176,0.66,0.273,0,FCRL5,FCGR2B
SNUPN1,2.25562839814818e-298,2.337047132,0.394,0.085,1.25243766807178e-293,FRZB,SNUPN
DBN1,2.14479027430026e-129,2.333959462,0.172,0.036,1.19089479980522e-124,FRZB,DBN1
RUNX1,5.70479608030088e-242,2.163885118,0.29,0.103,3.16758802358706e-237,FCRL5,RUNX1
CDKN2C,0,2.330207616,0.711,0.156,0,FRZB,CDKN2C
UQCC1,1.48368387849406e-171,0.82690373,0.155,0.054,8.23815473533829e-167,MKI67,UQCC1
KLHDC4,1.48351823732133e-190,0.827562738,0.249,0.105,8.23723501272669e-186,MKI67,KLHDC4
PLSCR1,1.38942809567041e-185,2.159554093,0.274,0.111,7.71479950120995e-181,FCRL5,PLSCR1
PPAN2,0,2.330180459,0.484,0.1,0,FRZB,PPAN
NET1,1.48232465561447e-293,1.056452119,0.245,0.083,8.23060765029934e-289,MKI67,NET1
PASK,8.61922396262547e-121,2.322940309,0.18,0.041,4.78582410524779e-116,FRZB,PASK
FDXACB1,2.04470282064309e-212,2.317076696,0.244,0.045,1.13532124116208e-207,FRZB,FDXACB1
TNFSF10,1.04163510934919e-291,2.143344884,0.364,0.139,5.78367894466136e-287,FCRL5,TNFSF10
TMED12,0,2.316911531,0.671,0.157,0,FRZB,TMED1
LINC023841,0,2.316631345,0.537,0.108,0,FRZB,LINC02384
MFAP11,0,2.311159147,0.459,0.101,0,FRZB,MFAP1
TRIM471,3.3461024647536e-276,2.305798264,0.321,0.061,1.85792339355444e-271,FRZB,TRIM47
ERICH6-AS1,5.88729715580193e-203,2.304733947,0.266,0.055,3.26892174575902e-198,FRZB,ERICH6-AS1
MPRIP,1.47526730517268e-169,0.851899342,0.181,0.069,8.19142171197133e-165,MKI67,MPRIP
GAA,0,2.295611304,0.412,0.089,0,FRZB,GAA
SNHG19,1.47475100369538e-165,1.01063348,0.161,0.058,8.18855494801858e-161,MKI67,SNHG19
DZIP31,1.35243473651738e-98,2.143115614,0.159,0.063,7.50939387451278e-94,FCRL5,DZIP3
ABCB9,0,2.128922202,0.512,0.181,0,FCRL5,ABCB9
OPA31,6.5974342854056e-247,2.294889772,0.314,0.064,3.66322538697146e-242,FRZB,OPA3
DMAP1,1.47387943313686e-241,0.86106698,0.294,0.121,8.1837155524924e-237,MKI67,DMAP1
CD3EAP1,7.96978510688571e-236,2.294157029,0.272,0.051,4.42522318059829e-231,FRZB,CD3EAP
ZNF181,1.43087859046654e-140,2.292736222,0.184,0.037,7.94495337356546e-136,FRZB,ZNF181
ZNF3311,1.47291609955122e-131,1.034008324,0.269,0.152,8.17836664275816e-127,GZMA,ZNF331
GFM2,1.4715849132006e-221,1.179359501,0.159,0.049,8.17097523054635e-217,MKI67,GFM2
SULF21,0,2.292043552,0.724,0.137,0,FRZB,SULF2
KDM5A,1.47046347784571e-81,0.772423933,0.285,0.188,8.16474846073832e-77,GZMA,KDM5A
MUS81,1.47008434558997e-224,0.95110495,0.232,0.088,8.16264332888833e-220,MKI67,MUS81
LINC01023,1.78399196044704e-150,2.290947078,0.183,0.035,9.90561536038222e-146,FRZB,LINC01023
NAAA,2.83809717483005e-161,2.117853441,0.25,0.102,1.57585345632438e-156,FCRL5,NAAA
PPP2CB,1.46826933236904e-156,0.766444482,0.181,0.071,8.15256546797911e-152,MKI67,PPP2CB
pT16 (cytotoxicity),1.4667014018546e-190,2.615185786,0.197,0.084,8.14385953379768e-186,GZMA,pT16 (cytotoxicity)
HIST3H2A,1.25827566084165e-206,2.114353283,0.213,0.066,6.98657560682326e-202,FCRL5,HIST3H2A
IDUA,4.02992963962845e-281,2.105406132,0.365,0.145,2.2376184324037e-276,FCRL5,IDUA
DHRS11,1.59596367229599e-153,2.287414465,0.206,0.043,8.86158829042346e-149,FRZB,DHRS11
SNHG18,1.24698834712272e-141,2.286244542,0.156,0.027,6.92390279739891e-137,FRZB,SNHG18
AP1S2,0,2.09501818,0.446,0.19,0,FCRL5,AP1S2
GABPB1,1.46299722327022e-246,0.904375865,0.32,0.138,8.12329208220791e-242,MKI67,GABPB1
SNAPC5,1.4629388694419e-229,0.769396103,0.331,0.145,8.12296807257616e-225,MKI67,SNAPC5
ALKBH6,1.46144456144713e-168,0.929776956,0.177,0.067,8.11467092743516e-164,MKI67,ALKBH6
CTNNA1,1.46123456595495e-39,0.767799672,0.207,0.122,8.11350492746486e-35,PGA5,CTNNA1
WDYHV11,4.10550281951448e-283,2.284287723,0.338,0.065,2.27958044053542e-278,FRZB,WDYHV1
C12orf73,1.46071323609795e-245,1.235343609,0.176,0.054,8.11061024343386e-241,MKI67,C12orf73
SETX,1.45955639691362e-77,0.872579983,0.233,0.146,8.1041868938629e-73,GZMA,SETX
RPUSD2,1.45848276023079e-184,0.867611399,0.163,0.056,8.09822552618148e-180,MKI67,RPUSD2
FAM213A,3.32799523466471e-104,2.091372751,0.15,0.056,1.84786935404758e-99,FCRL5,FAM213A
ETFRF1,5.16090491739499e-185,2.081051021,0.314,0.142,2.86559245538357e-180,FCRL5,ETFRF1
SRRD,1.45682057957392e-297,1.132523184,0.221,0.069,8.08899626808422e-293,MKI67,SRRD
DNAJC17,2.28709847291243e-152,2.282837519,0.217,0.048,1.26991142708463e-147,FRZB,DNAJC17
FCRL2,0,2.078272177,0.397,0.159,0,FCRL5,FCRL2
HLA-DRB1,1.4531092143222e-304,1.151231605,0.505,0.297,8.06838891252403e-300,GZMA,HLA-DRB1
AP002387.2,8.95695433945521e-165,2.280052153,0.19,0.035,4.9733488969825e-160,FRZB,AP002387.2
TAB2,1.45068865618268e-117,1.293713592,0.162,0.077,8.05494876345435e-113,GZMA,TAB2
AEN1,0,2.274791829,0.512,0.126,0,FRZB,AEN
B4GAT1,3.715588474739e-212,2.27437708,0.298,0.066,2.06308050059883e-207,FRZB,B4GAT1
APOE1,1.44961856946091e-134,1.747737245,0.313,0.156,8.04900710693171e-130,PGA5,APOE
MCOLN11,9.22722536130028e-288,2.273814829,0.368,0.076,5.12341688186198e-283,FRZB,MCOLN1
AIM2,5.57378684453336e-296,2.045604689,0.393,0.16,3.09484514542715e-291,FCRL5,AIM2
ARMC7,4.94852874528367e-169,2.272657352,0.209,0.041,2.74767058581876e-164,FRZB,ARMC7
HS2ST1,0,2.271942119,0.483,0.101,0,FRZB,HS2ST1
CBX8,1.33963243340994e-107,2.269388973,0.151,0.032,7.4383090865087e-103,FRZB,CBX8
pS09,1.44468320144297e-88,1.090887917,0.222,0.175,8.02160347601208e-84,IGHA2,pS09
FCGRT,0,2.268538414,0.906,0.293,0,FRZB,FCGRT
C17orf581,2.11935598017896e-243,2.268532459,0.307,0.062,1.17677240799437e-238,FRZB,C17orf58
PRAME1,5.52076774851218e-205,2.268306551,0.205,0.033,3.06540629236139e-200,FRZB,PRAME
SIPA1,1.44202806357315e-219,1.084238679,0.182,0.061,8.00686082298992e-215,MKI67,SIPA1
CCRL2,4.08620750726999e-121,2.268259331,0.152,0.03,2.26886671841166e-116,FRZB,CCRL2
AC010642.21,0,2.266929661,0.478,0.1,0,FRZB,AC010642.2
CYP20A1,0,2.265136796,0.675,0.185,0,FRZB,CYP20A1
FAH1,3.70164739536418e-294,2.26488304,0.385,0.081,2.05533971627596e-289,FRZB,FAH
TNFRSF13B,0,2.036080187,0.542,0.229,0,FCRL5,TNFRSF13B
FAR2,5.65499413998268e-178,2.26216102,0.227,0.046,3.13993549622539e-173,FRZB,FAR2
CCDC84,1.43284974652081e-203,0.824216205,0.195,0.07,7.95589821755681e-199,MKI67,CCDC84
ALDH2,4.8116134167091e-167,2.034264909,0.282,0.123,2.67164834962773e-162,FCRL5,ALDH2
LRMP1,1.43276481447907e-170,0.866803758,0.273,0.126,7.95542663239501e-166,MKI67,LRMP
MIAT,1.43260450839364e-167,1.063527462,0.265,0.136,7.95453653285567e-163,GZMA,MIAT
RBM18,1.43165895178844e-238,0.912479316,0.256,0.098,7.94928632980531e-234,MKI67,RBM18
ZNF408,5.53485859726214e-118,2.259040827,0.161,0.033,3.0732302361298e-113,FRZB,ZNF408
RNF6,1.43037050835435e-150,0.782753589,0.181,0.073,7.94213224763755e-146,MKI67,RNF6
MAD1L1,1.42952959725645e-194,1.179323525,0.15,0.048,7.93746308876646e-190,MKI67,MAD1L1
AL034549.1,1.19061955589345e-114,2.25785208,0.168,0.037,6.61091508409837e-110,FRZB,AL034549.1
AC025181.2,8.78351123094931e-149,2.257798669,0.168,0.03,4.8770446109846e-144,FRZB,AC025181.2
FCER1G,1.42889226350118e-174,1.852029561,0.197,0.089,7.93392429309033e-170,GZMA,FCER1G
SCAMP5,2.2983867054793e-254,2.031251976,0.344,0.137,1.27617921821738e-249,FCRL5,SCAMP5
SYNGR11,0,2.254355865,0.624,0.148,0,FRZB,SYNGR1
NEB1,0,2.252709373,0.626,0.099,0,FRZB,NEB
TMEM45A,0,2.250280819,0.692,0.166,0,FRZB,TMEM45A
ZNF2961,0,2.244031121,0.635,0.162,0,FRZB,ZNF296
AC073111.5,7.79252749323797e-193,2.243596568,0.252,0.052,4.32680089062039e-188,FRZB,AC073111.5
LINC00467,1.25827127463415e-265,2.028355644,0.382,0.164,6.98655125240612e-261,FCRL5,LINC00467
PHLDB3,8.19137854871023e-121,2.238463806,0.175,0.038,4.54826293917136e-116,FRZB,PHLDB3
PIP4P2,1.89041530763969e-58,2.026875532,0.155,0.078,1.04965309956694e-53,FCRL5,PIP4P2
FAM208A,1.42285863320599e-276,1.052372755,0.212,0.068,7.90042256087626e-272,MKI67,FAM208A
SLC39A4,0,2.23843901,0.706,0.181,0,FRZB,SLC39A4
GEMIN2,8.22616869412646e-139,2.238357501,0.205,0.046,4.56758016741372e-134,FRZB,GEMIN2
FAM118B1,1.53065406519759e-187,2.235993481,0.268,0.059,8.49895669700964e-183,FRZB,FAM118B
UBE2QL1,5.93879363547126e-162,2.235050293,0.245,0.056,3.29751516609542e-157,FRZB,UBE2QL1
ZNF5761,2.20794267602269e-307,2.233399378,0.428,0.097,1.2259601708616e-302,FRZB,ZNF576
TMEM132D-AS11,0,2.232715079,0.463,0.046,0,FRZB,TMEM132D-AS1
AAMDC,1.41614624145928e-273,1.111566822,0.243,0.085,7.86315200570267e-269,MKI67,AAMDC
RELL2,6.29077321817485e-116,2.231456426,0.154,0.032,3.49295182939159e-111,FRZB,RELL2
NDUFAF1,3.45369153150579e-186,2.023495744,0.298,0.129,1.91766222286859e-181,FCRL5,NDUFAF1
GFI1,2.22700955271909e-146,2.224683639,0.201,0.042,1.23654705414727e-141,FRZB,GFI1
IGLC2,1.41364702352212e-49,1.406681834,0.557,0.482,7.84927509810656e-45,JCHAIN,IGLC2
STARD10,1.41329403794915e-188,1.555549979,0.271,0.1,7.84731514571266e-184,PGA5,STARD10
AIMP21,4.54406127639362e-290,2.224490099,0.413,0.094,2.52309002371756e-285,FRZB,AIMP2
C11orf24,0,2.217867723,0.896,0.303,0,FRZB,C11orf24
C8orf82,0,2.217726413,0.443,0.1,0,FRZB,C8orf82
NSD2,1.41241337806093e-190,0.875319788,0.171,0.102,7.84242528168332e-186,MCL1,NSD2
BTD,7.87313845762074e-190,2.019321691,0.304,0.131,4.37156012859391e-185,FCRL5,BTD
MED19,0,2.21686559,0.582,0.14,0,FRZB,MED19
JADE21,7.56393509496428e-218,2.215162342,0.3,0.065,4.19987496147891e-213,FRZB,JADE2
FAM215B1,0,2.214387312,0.336,0.053,0,FRZB,FAM215B
HCFC1R1,1.40296194757935e-234,0.80327157,0.325,0.143,7.78994621393432e-230,MKI67,HCFC1R1
FZR1,1.40291166957985e-193,0.94227151,0.189,0.068,7.78966704534209e-189,MKI67,FZR1
C15orf65,1.28266066616631e-276,2.211977941,0.326,0.061,7.12197334888845e-272,FRZB,C15orf65
RAMMET1,1.0195905043377e-197,2.012156661,0.289,0.116,5.66127627533508e-193,FCRL5,RAMMET
CPQ2,0,2.211751889,0.48,0.093,0,FRZB,CPQ
METTL8,1.35387812137155e-112,1.996871531,0.225,0.103,7.51740826891553e-108,FCRL5,METTL8
PRCP,0,2.2065271,0.883,0.291,0,FRZB,PRCP
ZNF189,6.35594815775629e-124,2.204751394,0.19,0.044,3.52914021459418e-119,FRZB,ZNF189
NR2C2AP1,5.70345026331435e-226,2.204587236,0.314,0.068,3.16684075870529e-221,FRZB,NR2C2AP
NCBP2-AS22,0,2.203229061,0.569,0.117,0,FRZB,NCBP2-AS2
FDX2,1.09358150577489e-123,2.203186528,0.172,0.036,6.07211131081509e-119,FRZB,FDX2
MRPL50,0,2.200613876,0.811,0.231,0,FRZB,MRPL50
CYLD,1.3949779000094e-126,0.814353427,0.358,0.229,7.74561478980222e-122,GZMA,CYLD
TIGAR1,2.17781905365439e-183,2.197170025,0.265,0.059,1.2092340295416e-178,FRZB,TIGAR
MFSD2A,2.01504665383806e-158,2.19558503,0.213,0.044,1.11885465454358e-153,FRZB,MFSD2A
